OFFICIAL POS.,RACE NUMBER,NAME,OFFICIAL TIME,REAL TIME,REAL AVERAGE,CATEGORY
9235,7612,"DOLLIN, SAMANTHA",3:30:21,3:29:31,"4,59",F-SENIOR
9236,8987,"BALLESTER DE MATIAS, ALIDA",3:30:21,3:29:16,"4,59",F-W45
9237,18815,"KROGMANN, ELI DEUSH",3:30:21,3:29:52,"4,59",F-W45
9238,9019,"VALLE MAS, JOSE MARIA",3:30:22,3:29:17,"4,59",M-M45
9239,9423,"HIDALGO BEJARANO, IGNACIO",3:30:22,3:28:37,"4,59",M-SENIOR
9240,8005,"KUMOR, TOMASZ",3:30:22,3:28:28,"4,59",M-M35
9241,15476,"ZIBARA LEAL, JUAN FERNANDO",3:30:22,3:30:01,"4,59",M-SENIOR
9242,19534,"HIDALGO RODRIGUEZ, VIRGINIA",3:30:22,3:30:05,"4,59",F-W40
9243,15524,"PALAMIDESSI, FULVIO",3:30:22,3:29:46,"4,59",M-M50
9244,15515,"MONTEFORTE, MASSIMILIANO",3:30:22,3:29:47,"4,59",M-M50
9245,9854,"AUTONELL MORENO, DAVID",3:30:23,3:29:23,"4,59",M-M45
9246,27409,"MERINO EXPOSITO, ALEXIS",3:30:23,3:29:32,"4,59",M-M40
9247,11727,"GARCIA RIBERA, DAVID",3:30:23,3:30:07,"4,59",M-M45
9248,9172,"PÉREZ MONFORT, AMADEO",3:30:23,3:30:08,"4,59",M-M45
9249,9992,"DEL MORAL GIL, SANDRA",3:30:23,3:29:42,"4,59",F-W45
9250,28898,"COPPARI, MATTEO",3:30:23,3:29:47,"4,59",M-M50
9251,10229,"MOLINER GARCIA, FRANCISCO",3:30:24,3:29:38,"4,59",M-M55
9252,9982,"ORTI ISONA, MIGUEL ANGEL",3:30:24,3:29:42,"4,59",M-M50
9253,24499,"AYNETO GIL, JORDI",3:30:24,3:28:12,"4,59",M-M35
9254,9753,"URRUTIA ANSOLEAGA, GORKA",3:30:24,3:29:34,"4,59",M-M50
9255,12246,"BODART, BENJAMIN",3:30:24,3:29:57,"4,59",M-M35
9256,17530,"PIJIERRO SA, JAVIER",3:30:25,3:30:15,"4,59",M-M40
9257,7382,"JIMÉNEZ SEVILLA, VÍCTOR",3:30:25,3:29:26,"4,59",M-M45
9258,11300,"BAUMGARTNER GARCIA, FEDERICO STEFAN",3:30:25,3:30:06,"4,59",M-M45
9259,9154,"CAMPS CASTELLÓ, PATRICIA",3:30:25,3:29:05,"4,59",F-SENIOR
9260,14848,"CICEK, SENAY",3:30:25,3:28:41,"4,59",F-W40
9261,1591,"YUKSEL, OZKAN",3:30:25,3:28:41,"4,59",M-M50
9262,12662,"MARTÍN SUAREZ, JUAN N",3:30:26,3:30:11,"4,59",M-M55
9263,13144,"RUIZ DE GAUNA, SERGIO",3:30:26,3:28:06,"4,59",M-M45
9264,13963,"NEGRO FRER, CHRISTIAN",3:30:26,3:29:34,"4,59",M-M40
9265,10759,"SÁNCHEZ SÁNCHEZ, JOSUÉ",3:30:26,3:30:14,"4,59",M-M45
9266,10947,"OLIVER CAPARROS, JUANJO",3:30:26,3:30:02,"4,59",M-M50
9267,10605,"HERRERO ARIAS, SERGIO",3:30:27,3:28:56,"4,59",M-M40
9268,13454,"DUARTE ECHEVARRIA, URKO",3:30:27,3:29:16,"4,59",M-M45
9269,19650,"BALLESTA GIMÉNEZ, PACO",3:30:27,3:30:06,"4,59",M-M40
9270,17341,"TALENS GINER, DAVID",3:30:27,3:30:20,"4,59",M-M45
9271,10932,"MARTÍN TORRE, DANIEL",3:30:27,3:28:23,"4,59",M-M35
9272,1906,"RODRIGUEZ RODRIGUEZ, SANTIAGO",3:30:27,3:30:00,"4,59",M-M55
9273,13169,"KUSKA, KAMIL",3:30:28,3:27:50,"4,59",M-SENIOR
9274,3515,"CRUICKSHANK, TRAD",3:30:28,3:30:21,"4,59",M-M35
9275,15566,"LAVER, EWAN",3:30:28,3:29:09,"4,59",M-SENIOR
9276,6995,"TAFANER, DONIS",3:30:28,3:29:15,"4,59",M-M45
9277,10784,"GARCIA LOZANO, CARLOS",3:30:29,3:28:53,"4,59",M-M40
9278,11345,"ALBARRACIN HERRERO, LUIS",3:30:29,3:28:41,"4,59",M-M45
9279,14854,"MATA BAGÜÉS, ALMUDENA",3:30:29,3:29:38,"4,59",F-W40
9280,13433,"VICTOR, NACERI",3:30:29,3:28:39,"4,59",M-SENIOR
9281,10166,"FERRER, ANDRÉS",3:30:29,3:28:20,"4,59",M-M35
9282,9441,"PALACIOS NEVADO, DOMINGO MIGUEL",3:30:30,3:30:18,"4,59",M-M40
9283,6554,"MONTALVÁ MONSALVE, CARLOS",3:30:30,3:28:42,"4,59",M-M50
9284,12898,"SMITH, NIEL",3:30:30,3:29:53,"4,59",M-M50
9285,13313,"XUE LOENMO, HÅKON",3:30:30,3:28:55,"4,59",M-M40
9286,9344,"PALANCA PODIO, RAÜL",3:30:30,3:29:33,"4,59",M-M40
9287,1569,"GONZALEZ GONZALEZ, ADOLFO",3:30:31,3:30:27,"4,59",M-M50
9288,9732,"ROGER, PELLENS",3:30:31,3:30:20,"4,59",M-M60
9289,8004,"VROOM, CATRINUS",3:30:31,3:29:26,"4,59",M-M50
9290,13151,"SPADOLA, FRANCESCO",3:30:31,3:30:11,"4,59",M-M50
9291,19056,"FABER, MARIEKE",3:30:31,3:29:21,"4,59",F-W45
9292,8147,"GÜEMES CABREJAS, IKER",3:30:31,3:29:39,"4,59",M-M50
9293,10948,"SANCHEZ ORTEGA, MARIA",3:30:31,3:29:58,"4,59",F-SENIOR
9294,1859,"BERGH, JOHAN",3:30:32,3:28:33,"4,59",M-M45
9295,16853,"GUTIERREZ, JESUS",3:30:32,3:30:05,"4,59",M-M40
9296,12573,"FERREIRA, ARTUR",3:30:32,3:28:59,"4,59",M-M55
9297,13132,"DIEZ-LIEBANA OREJAS, IVAN",3:30:32,3:29:46,"4,59",M-SENIOR
9298,13690,"SAEVARSSON, KJARTAN",3:30:33,3:30:10,"4,59",M-M50
9299,11085,"OSA RUIZ, ARKAITZ",3:30:33,3:30:25,"4,59",M-M40
9300,12528,"TOPEL CAPRILES, MONIKA",3:30:33,3:29:53,"4,59",F-SENIOR
9301,9996,"TRIGO PEREZ-JORGE, AGUSTIN",3:30:33,3:29:35,"4,59",M-M40
9302,13894,"DE GRAEF, LUKAS",3:30:34,3:29:28,"4,59",M-SENIOR
9303,9589,"CASTELLANO CAVERO, VICTOR",3:30:34,3:28:49,"4,59",M-M45
9304,20612,"QUEROL MARTÍNEZ, ROMINA",3:30:34,3:30:34,"4,59",F-W40
9305,2302,"FARGUETA CASANOVA, ALEXIS",3:30:34,3:30:05,"4,59",M-M40
9306,17296,"RODRIGUEZ RODRIGUEZ, MANUELA",3:30:34,3:30:31,"4,59",F-W55
9307,10275,"TRONCHONI CRESPO, CRISTÒFOR",3:30:35,3:30:27,"4,59",M-M45
9308,11510,"HURTADO ORTEGA, PABLO",3:30:35,3:29:40,"4,59",M-M35
9309,12169,"GRENAN, KRISTIN",3:30:35,3:29:29,"4,59",F-W50
9310,8285,"LORENZO, ELOY",3:30:36,3:29:46,"4,59",M-M60
9311,11894,"KESSELS, MARIUS",3:30:36,3:29:20,"4,59",M-M45
9312,12679,"BOMBINO, ONOFRIO",3:30:36,3:30:14,"4,59",M-M45
9313,12627,"REBELLON TORRA, ALEJANDRO",3:30:36,3:29:21,"4,59",M-M35
9314,11866,"GARCÍA GONZÁLEZ, DIEGO",3:30:36,3:28:41,"4,59",M-SENIOR
9315,13131,"D'ANGELO, LUIGI",3:30:37,3:29:58,"4,59",M-M60
9316,11184,"GONZALES GARCIA, LUIS MIGUEL",3:30:37,3:29:59,"4,59",M-M35
9317,11980,"EVERETTE, BENJAMIN",3:30:37,3:30:33,"4,59",M-M45
9318,12839,"MUÑOZ ORTEGA, FELIX",3:30:37,3:28:21,"4,59",M-M40
9319,19582,"RHEAD, CAMILLA",3:30:38,3:30:32,"5,00",F-SENIOR
9320,10588,"IGLESIAS GONZÁLEZ, ROSENDO",3:30:38,3:30:22,"5,00",M-SENIOR
9321,14944,"STEVENS, BERT",3:30:38,3:29:38,"5,00",M-SENIOR
9322,8500,"NARDI, ALESSANDRO",3:30:38,3:29:29,"5,00",M-M55
9323,11046,"FERRO FERNANDEZ, JUAN CARLOS",3:30:38,3:30:23,"5,00",M-M50
9324,11777,"LOPEZ POVEDA, JOSE ANTONIO",3:30:38,3:30:27,"5,00",M-SENIOR
9325,17790,"SANCHEZ GONZALEZ, EMILIO JOSE",3:30:38,3:29:03,"5,00",M-M35
9326,15017,"VELASQUEZ, MAURICIO",3:30:38,3:30:21,"5,00",M-M35
9327,13550,"GRANIER, DAMIEN",3:30:39,3:29:43,"5,00",M-M45
9328,12989,"BRAIBANTI, LUCA",3:30:39,3:29:53,"5,00",M-M50
9329,8669,"ALARCON, ELMER",3:30:39,3:28:38,"5,00",M-M50
9330,14655,"SMITH, ELEANOR",3:30:39,3:29:48,"5,00",F-SENIOR
9331,2700,"AASKILDE, MARTIN",3:30:39,3:29:53,"5,00",M-M50
9332,17128,"RESTOY, JOSE",3:30:40,3:30:02,"5,00",M-M45
9333,4636,"PERALTA GUILLÉN, JORGE",3:30:40,3:30:14,"5,00",M-M45
9334,9256,"ARBONA CAMPOS, JOSE MANUEL",3:30:40,3:30:07,"5,00",M-M40
9335,10259,"PLANET SERRANO, SERGIO",3:30:40,3:29:46,"5,00",M-SENIOR
9336,15424,"SERGHEI, PLETENIUC",3:30:40,3:30:36,"5,00",M-SENIOR
9337,11733,"CARRERA MARQUETA, ANGEL",3:30:40,3:30:05,"5,00",M-M40
9338,13970,"DEL RIO CUESTA, JOSEBA",3:30:40,3:30:19,"5,00",M-M35
9339,13824,"LAURENT, BANNWARTH",3:30:41,3:29:27,"5,00",M-M45
9340,12938,"HOFER, INGRID",3:30:41,3:30:08,"5,00",F-W60
9341,13108,"DELGADO NEVADO, IGNACIO",3:30:41,3:29:37,"5,00",M-M40
9342,9908,"BLECHSCHMIDT, ANDREAS",3:30:41,3:28:54,"5,00",M-M50
9343,15453,"BALDÚS ECHAURI, UNAI",3:30:41,3:28:44,"5,00",M-SENIOR
9344,10787,"PILLON, FABIO",3:30:41,3:28:25,"5,00",M-M45
9345,14870,"GISBERT BORT, JESÚS",3:30:42,3:28:47,"5,00",M-M50
9346,14484,"GARCIA SALVADOR, JUAN",3:30:42,3:29:52,"5,00",M-M35
9347,14104,"MUNTON, JONATHAN",3:30:42,3:29:33,"5,00",M-SENIOR
9348,10104,"GARCÍA BALLESTER, JOSE FRANCISCO",3:30:42,3:30:17,"5,00",M-M35
9349,27007,"VARELIS, ANGELOS",3:30:42,3:29:12,"5,00",M-M45
9350,14152,"CHAMPKEN-FRASCA, WILLIAM",3:30:42,3:28:58,"5,00",M-SENIOR
9351,17613,"GARCIA AZNAR, CESAR",3:30:42,3:28:47,"5,00",M-SENIOR
9352,16912,"QUINTAS RODRIGUEZ, ILDEFONSO",3:30:43,3:29:17,"5,00",M-M35
9353,10362,"BERMEJO CAPILLA, VICTOR",3:30:44,3:30:07,"5,00",M-M35
9354,14396,"BRAINE BONNAIRE, DAMIEN",3:30:44,3:29:36,"5,00",M-SENIOR
9355,1029,"TERESA, BERNAT",3:30:44,3:29:24,"5,00",M-M45
9356,15382,"SORBINI, PAOLO",3:30:45,3:29:37,"5,00",M-SENIOR
9357,19785,"POLA ALONSO, JULIO CÉSAR",3:30:45,3:30:42,"5,00",M-M40
9358,14626,"HOYOS SÁNCHEZ, SANTI",3:30:46,3:29:05,"5,00",M-UNDER23
9359,14547,"DOMINGUEZ, IGNACIO",3:30:46,3:29:48,"5,00",M-M45
9360,9652,"MONTÓ SOLER, LUIS",3:30:46,3:29:39,"5,00",M-M45
9361,8938,"FORTUNY COSCOLLÀ, VICENT",3:30:46,3:29:39,"5,00",M-M45
9362,14625,"MÉNDEZ VALLS, FABIO",3:30:46,3:29:05,"5,00",M-UNDER23
9363,12867,"CANTALAPIEDRA ODENA, CESAR",3:30:47,3:30:47,"5,00",M-M60
9364,14269,"MARTÍNEZ, JORGE",3:30:47,3:29:36,"5,00",M-M50
9365,9679,"VILAPLANA VILA, PABLO",3:30:47,3:29:20,"5,00",M-SENIOR
9366,13220,"ARANAZ BAERTS, NICOLAS",3:30:47,3:29:34,"5,00",M-M50
9367,19497,"GONZALEZ RULL, FRANCISCO",3:30:47,3:29:45,"5,00",M-M35
9368,13464,"ERMINI, MARCO",3:30:48,3:30:31,"5,00",M-M55
9369,2410,"KRISTOFFERSEN, REMI",3:30:48,3:30:34,"5,00",M-M45
9370,14579,"VAN VLIERBERGHE, JEROEN",3:30:48,3:30:02,"5,00",M-SENIOR
9371,18344,"VERCHER SIFRES, ALBERT",3:30:48,3:29:15,"5,00",M-SENIOR
9372,14822,"GONZALEZ MUELAS, RAUL",3:30:48,3:30:19,"5,00",M-M35
9373,13488,"JOHANNES, EGELSEER",3:30:48,3:30:01,"5,00",M-M40
9374,11100,"RAMINENI, RAVICHANDRA",3:30:48,3:30:00,"5,00",M-M45
9375,12451,"MORICHE ALARCÓN, EULOGIO",3:30:49,3:29:37,"5,00",M-M45
9376,25419,"DOMINGUEZ GARCIA, SERGIO",3:30:49,3:30:38,"5,00",M-M40
9377,10374,"AGÜERO RAMON-LLIN, ALBERTO",3:30:49,3:29:43,"5,00",M-M40
9378,19655,"CLAEYS, LOÏC",3:30:49,3:30:25,"5,00",M-SENIOR
9379,9930,"GONZALEZ FERRER, RUBEN",3:30:49,3:28:40,"5,00",M-SENIOR
9380,15267,"TRAUNBAUER, PIA-VERENA",3:30:50,3:29:42,"5,00",F-SENIOR
9381,11986,"BUCCIALI, SOLÈNE",3:30:50,3:29:45,"5,00",F-W45
9382,10651,"RESA AGUIRRE, MARIA YOLANDA",3:30:50,3:29:39,"5,00",F-W45
9383,7050,"MATEU SALES, MIGUEL",3:30:51,3:30:25,"5,00",M-M35
9384,10873,"LLINARES FELIP, PEPE",3:30:51,3:29:56,"5,00",M-M45
9385,14893,"SZEWCZYK, RAFAL",3:30:51,3:29:08,"5,00",M-M40
9386,8935,"BARRACHINA BALLESTERO, DAVID VTE.",3:30:51,3:30:23,"5,00",M-M45
9387,29737,"ALSINA ROMAGUERA, JOSEP",3:30:51,3:30:23,"5,00",M-M45
9388,11448,"SUSKO, VLADIMIR",3:30:52,3:29:06,"5,00",M-M45
9389,9606,"MEIER, RUNE",3:30:52,3:29:19,"5,00",M-M50
9390,18352,"PONS, TOÑO",3:30:52,3:30:49,"5,00",M-M45
9391,11391,"FAJARDO RIVILLA, JOSÉ LUIS",3:30:52,3:30:28,"5,00",M-SENIOR
9392,9645,"MUÑOZ BARBERÁ, MARTA",3:30:52,3:30:43,"5,00",F-W40
9393,15309,"ALCÁNTARA AGUDO, JUAN CARLOS",3:30:52,3:29:39,"5,00",M-M45
9394,16617,"VARO FERRER, CRISTÓBAL",3:30:53,3:30:49,"5,00",M-SENIOR
9395,9117,"ORTEGA PERUJO, VICENTE",3:30:53,3:30:43,"5,00",M-M50
9396,3770,"HEINZER, STEVE",3:30:53,3:29:23,"5,00",M-M50
9397,9115,"MONSALVE CASCALES, RUBEN",3:30:53,3:29:34,"5,00",M-M40
9398,9616,"LEWIS-JONES, BLEDDYN",3:30:53,3:29:59,"5,00",M-M40
9399,9851,"SALA MARÍN, MIGUEL ÁNGEL",3:30:53,3:30:40,"5,00",M-M50
9400,11349,"LOPEZ FERNANDEZ, AURELIA",3:30:53,3:30:25,"5,00",F-W55
9401,12116,"BERNIER, VINCENT",3:30:53,3:29:41,"5,00",M-M45
9402,18041,"JORDÀ CASADEVALL, RAMON",3:30:54,3:30:40,"5,00",M-SENIOR
9403,10364,"KRIEF, JEAN-MICHEL",3:30:54,3:30:05,"5,00",M-M50
9404,11366,"GOMEZ MISSAS, JOSE MANUEL",3:30:54,3:29:42,"5,00",M-M35
9405,11228,"YANNICK, CAMARO",3:30:54,3:29:39,"5,00",M-SENIOR
9406,14254,"KOSE, ISMAIL IRFAN",3:30:55,3:28:32,"5,00",M-M35
9407,19266,"TREVISANI, RICCARDO",3:30:55,3:30:51,"5,00",M-M45
9408,9537,"LABRADOR SESMERO, ENRIQUE",3:30:55,3:30:29,"5,00",M-M35
9409,11187,"VANDENBUSSCHE, PIETER",3:30:56,3:30:43,"5,00",M-M40
9410,10769,"BLAZEJAK, KRZYSZTOFA",3:30:56,3:29:38,"5,00",F-W40
9411,13185,"SALHI, MOHAMED RAIDA",3:30:56,3:30:41,"5,00",M-SENIOR
9412,15535,"GHAZI, TAMARA",3:30:57,3:29:35,"5,00",F-W35
9413,10413,"PARRAS RAMÍREZ, MIGUEL ANGEL",3:30:57,3:30:20,"5,00",M-M50
9414,12965,"IVAN, PEETERS",3:30:57,3:29:45,"5,00",M-M45
9415,11576,"MORENO RUBIO, RAÜL",3:30:57,3:28:59,"5,00",M-M40
9416,10274,"MILLAN IBAÑEZ, LUIS CARLOS",3:30:57,3:30:20,"5,00",M-M50
9417,14442,"SVEN, VAN WONTERGHEM",3:30:58,3:30:19,"5,00",M-M40
9418,14501,"PARRA BARRAJON, VICENTE",3:30:58,3:28:56,"5,00",M-M45
9419,14644,"CASTAÑEDA MARIN, JOSE FLODY",3:30:58,3:30:14,"5,00",M-M35
9420,10727,"MARTÍN VÁZQUEZ, ANDREA",3:30:58,3:30:10,"5,00",F-SENIOR
9421,15533,"STEIN, ANDREAS",3:30:59,3:29:01,"5,00",M-M50
9422,11501,"CORNA, ENRICO",3:31:00,3:30:51,"5,00",M-M35
9423,19471,"FILLEUL, JAMES",3:31:00,3:30:22,"5,00",M-M45
9424,18369,"GOBBO, FABIO",3:31:00,3:30:56,"5,00",M-M50
9425,18950,"JULIEN, LAURENT",3:31:00,3:30:29,"5,00",M-M40
9426,15679,"VERDA, VITTORIO",3:31:00,3:30:50,"5,00",M-M50
9427,12629,"JORGE MONTELONGO, MANUEL CRISTO",3:31:00,3:30:52,"5,00",M-M60
9428,14019,"SCHRÖDEL, ANJA",3:31:00,3:30:04,"5,00",F-SENIOR
9429,14020,"SCHRÖDEL, MARIO",3:31:00,3:30:03,"5,00",M-M45
9430,18911,"MARTINEZ MARCOS, OSCAR DOMINGO",3:31:01,3:30:19,"5,00",M-M40
9431,6665,"RAMÍREZ MORAL, FRANCISCO",3:31:01,3:29:48,"5,00",M-M50
9432,18895,"MARTINEZ RODRIGUEZ, ALFONSO",3:31:01,3:30:20,"5,00",M-M45
9433,11392,"SPALLINO, GESSICA",3:31:01,3:29:51,"5,00",F-SENIOR
9434,17521,"TOKARENKO, ALINA",3:31:01,3:30:03,"5,00",F-W35
9435,15317,"GARCÍA SANCHEZ, EDGAR",3:31:02,3:28:15,"5,00",M-M45
9436,18959,"RODRIGUEZ ALEMANY, DAVID",3:31:02,3:30:01,"5,00",M-M45
9437,14895,"KRUSZELNICKI, MICHAL",3:31:03,3:30:26,"5,00",M-M40
9438,13652,"FLORENT, FLORENT",3:31:03,3:30:32,"5,00",M-SENIOR
9439,18016,"QUEROL GIRONA, CRISTIAN",3:31:04,3:29:25,"5,00",M-M35
9440,9091,"VEGAS JAVIER, JORGE",3:31:04,3:29:32,"5,00",M-M45
9441,9368,"MENGUAL GOZALBEZ, JAVIER",3:31:05,3:29:40,"5,00",M-M45
9442,7007,"SIBILSKI, SLAWEK",3:31:05,3:30:57,"5,00",M-M50
9443,16446,"VILA PUNZANO, JORDI",3:31:05,3:30:48,"5,00",M-M45
9444,14997,"KIPF, ANDREAS",3:31:05,3:28:37,"5,00",M-M35
9445,9514,"HERRERA JIMENEZ, JUAN MANUEL",3:31:05,3:30:49,"5,00",M-M50
9446,11017,"BÉJAR EGIDO, CÉSAR J.",3:31:06,3:29:06,"5,00",M-M45
9447,19193,"LOBO CARBAJAL, JORGE",3:31:06,3:30:53,"5,00",M-M35
9448,13885,"SHAMIR, SHACHAR",3:31:06,3:31:01,"5,00",M-M40
9449,17524,"TORO BERNETE, JUAN",3:31:07,3:30:29,"5,00",M-SENIOR
9450,11844,"STRAGIER, BERT",3:31:07,3:28:53,"5,00",M-M40
9451,28443,"VAN GASTEL, LAURENS YVONNE",3:31:07,3:30:23,"5,00",M-SENIOR
9452,12886,"GORARD, HENRY",3:31:07,3:30:04,"5,00",M-SENIOR
9453,11282,"VERPOORTEN, LIEVEN",3:31:07,3:29:10,"5,00",M-M45
9454,19002,"MUÑOZ REMENDO, DAVID",3:31:07,3:30:58,"5,00",M-M45
9455,28957,"GALVEZ PEÑA, LUIS",3:31:08,3:31:06,"5,00",M-M60
9456,16440,"WANG, QI",3:31:08,3:29:28,"5,00",M-M40
9457,15890,"LORENZO CANTALEJO, JOSEP",3:31:08,3:30:47,"5,00",M-M45
9458,19675,"DORSETT BROWNE, AIMEE",3:31:09,3:31:02,"5,00",F-SENIOR
9459,14809,"MARTIN, SAM",3:31:09,3:30:41,"5,00",M-SENIOR
9460,12038,"CARMONA JUAN, SONIA",3:31:09,3:30:00,"5,00",F-SENIOR
9461,6338,"CARDENAS SANTACREU, JUAN",3:31:09,3:30:25,"5,00",M-M50
9462,8488,"PARTAC, CONSTANTIN",3:31:09,3:30:53,"5,00",M-M35
9463,11436,"MARI FUNES, LORENZO",3:31:09,3:31:02,"5,00",M-M35
9464,24026,"PORTUGAL DEL PINO, JUAN CARLOS",3:31:10,3:28:43,"5,00",M-M35
9465,15512,"SOLER VILA, ORIOL",3:31:10,3:29:59,"5,00",M-SENIOR
9466,6718,"GOÑI ROS, JAVIER",3:31:10,3:30:08,"5,00",M-M45
9467,8564,"BAKKER, RIK",3:31:10,3:30:21,"5,00",M-SENIOR
9468,10837,"PLA LÓPEZ, JORGE",3:31:10,3:30:21,"5,00",M-SENIOR
9469,24454,"QUESADA NAVARRO, IVAN",3:31:10,3:30:28,"5,00",M-M45
9470,15711,"KUC, RAFAL",3:31:11,3:30:13,"5,00",M-M45
9471,12037,"BOER, REMKO",3:31:11,3:31:08,"5,00",M-M45
9472,24456,"GASCON GONZÁLEZ, MARIANO",3:31:11,3:30:29,"5,00",M-M50
9473,16034,"BELENGUER BARRACHINA, SERGIO",3:31:11,3:29:57,"5,00",M-M45
9474,10349,"DEL TESO MARCH, ROBERTO",3:31:11,3:29:37,"5,00",M-SENIOR
9475,11696,"PEREZ RAMIREZ, MIGUEL",3:31:11,3:28:46,"5,00",M-SENIOR
9476,4589,"ASENSIO GARCIA, TONI",3:31:12,3:31:12,"5,00",M-M40
9477,18087,"PORTERO CANDELA, PEDRO",3:31:12,3:30:28,"5,00",M-M55
9478,18653,"AURORE, PENCHE PUJOL",3:31:12,3:30:03,"5,00",F-W40
9479,12673,"BURKETT, JOANNE",3:31:13,3:29:39,"5,00",F-W45
9480,13456,"MÚNERA CHAVARRÍA, SERGIO",3:31:13,3:28:15,"5,00",M-M35
9481,14969,"VASS, FRANCESCO",3:31:14,3:30:02,"5,00",M-M45
9482,13252,"MICHAELI, ADI",3:31:14,3:30:31,"5,00",M-M45
9483,17256,"MACIAS SANZ, FRANCISCO",3:31:14,3:30:53,"5,00",M-M40
9484,21031,"GUALTIERI, SANTINO",3:31:14,3:30:05,"5,00",M-M35
9485,12023,"ROLDÃO, FERNANDO",3:31:15,3:30:22,"5,00",M-M50
9486,11755,"LUNA ELIZALDE, FERNANDO",3:31:15,3:30:20,"5,00",M-M50
9487,7167,"PEREZ SEREIX, VALERIANO",3:31:15,3:30:29,"5,00",M-M50
9488,18422,"SÉBASTIEN, GELOT",3:31:16,3:31:06,"5,00",M-M35
9489,14953,"CUNNANE, JOHN",3:31:16,3:29:48,"5,00",M-SENIOR
9490,13575,"HOLFVE, EMMA",3:31:16,3:30:56,"5,00",F-SENIOR
9491,12470,"SARZETTO, ELENA",3:31:16,3:30:18,"5,00",F-W45
9492,13444,"LIPAS, CHRISTOS",3:31:17,3:29:32,"5,00",M-M45
9493,13300,"HUANG, YUAN",3:31:17,3:29:47,"5,00",F-W40
9494,25889,"DEFOREL, JEAN PHILIPPE",3:31:17,3:31:11,"5,00",M-M35
9495,11672,"BOTTERO, VITTORIO",3:31:18,3:30:03,"5,00",M-M45
9496,15632,"CIMAROSTI, CARLOS ATILIO",3:31:18,3:30:00,"5,00",M-M50
9497,6454,"NAVARRO PALOMO, RICHARD",3:31:18,3:30:06,"5,00",M-M35
9498,10071,"ARROYO CASTAÑEDA, OSCAR",3:31:18,3:30:06,"5,00",M-M45
9499,22829,"DEPIGNY, ALEXANDRE",3:31:18,3:30:50,"5,00",M-M45
9500,8549,"MIÑANA MORANT, JORDI",3:31:19,3:29:53,"5,00",M-M40
9501,8610,"TADDEO, FULVIO",3:31:19,3:30:51,"5,00",M-M55
9502,14139,"THOMAS, AL-ASSOUAD",3:31:19,3:30:14,"5,00",M-SENIOR
9503,4289,"BIRGISSON, BIRGIR ORN",3:31:19,3:30:35,"5,00",M-M50
9504,13016,"CABRERA ROMERO, MIGUEL ANGEL",3:31:19,3:31:17,"5,00",M-M35
9505,19228,"BRIDGES, KATHERINE",3:31:20,3:31:01,"5,01",F-SENIOR
9506,12424,"PEREZ TARIN, MANUEL",3:31:20,3:30:39,"5,01",M-M50
9507,7110,"TAN, SHAOWEI",3:31:21,3:30:31,"5,01",M-M35
9508,17611,"AGUDO SÁNCHEZ, DAVID",3:31:21,3:30:51,"5,01",M-M40
9509,9398,"SPAANDER, JAAP",3:31:21,3:30:56,"5,01",M-M55
9510,13630,"JEAN-PIERRE, LECLERC",3:31:21,3:30:04,"5,01",M-M55
9511,13770,"HENDRIK, TANT",3:31:22,3:29:02,"5,01",M-M45
9512,15356,"GATTO, ROMEO",3:31:22,3:31:00,"5,01",M-M50
9513,10211,"MARTYNOWICZ, MICHAL MARTYNOWICZ",3:31:22,3:31:12,"5,01",M-M50
9514,22021,"BLOUIN, MATHIAS",3:31:22,3:31:19,"5,01",M-SENIOR
9515,9444,"SANZ MIR, EMILIO",3:31:23,3:30:10,"5,01",M-M55
9516,11596,"DOMÉNECH BALLESTER, JOSÉ",3:31:25,3:31:00,"5,01",M-M50
9517,11260,"BALDRICH COLL, JORDI",3:31:25,3:31:00,"5,01",M-M45
9518,9097,"COMPANY COLAS, DAVID",3:31:25,3:29:41,"5,01",M-M50
9519,15311,"MORATALLA CHECA, JOSE JULIO",3:31:25,3:29:42,"5,01",M-M45
9520,10884,"REINA ARCE, JUAN",3:31:25,3:31:11,"5,01",M-M50
9521,7053,"SÁNCHEZ FERNANDEZ, LUIS MIGUEL",3:31:25,3:30:54,"5,01",M-M35
9522,18864,"HAMLEN, ROBERT",3:31:25,3:31:05,"5,01",M-M35
9523,9346,"SEDANO ARANES, LUIS GUILLERMO",3:31:25,3:30:02,"5,01",M-SENIOR
9524,16258,"CALPE BETI, MIGUEL ANGEL",3:31:26,3:30:37,"5,01",M-M35
9525,28923,"VILLY, JEAN-CHARLES",3:31:26,3:31:23,"5,01",M-M60
9526,2810,"BASTIDAS PARRA, DARWIN",3:31:27,3:31:20,"5,01",M-M40
9527,10877,"COLLADO FERRER, PAULA",3:31:27,3:31:21,"5,01",F-W45
9528,9012,"ITURRIA, CARLOS",3:31:28,3:29:57,"5,01",M-M35
9529,12339,"MARTÍNEZ RODRÍGUEZ, ESTHER",3:31:29,3:30:39,"5,01",F-W45
9530,19927,"PAWLICKI, MICHAL",3:31:29,3:30:03,"5,01",M-SENIOR
9531,18960,"MEDINA, AGUSTIN",3:31:29,3:30:28,"5,01",M-SENIOR
9532,17715,"VERA GARCIA, ASENSIO",3:31:29,3:31:10,"5,01",M-M50
9533,23689,"MAESAROH, MAESAROH",3:31:30,3:30:45,"5,01",F-W35
9534,20592,"MESTRE CERDÀ, LLORENÇ",3:31:30,3:31:04,"5,01",M-M45
