OFFICIAL POS.,RACE NUMBER,NAME,OFFICIAL TIME,REAL TIME,REAL AVERAGE,CATEGORY
9535,9216,"BUENO BORJA, FRANCISCO VICENTE",3:31:30,3:29:44,"5,01",M-M50
9536,8939,"MAQUEDA, JAVIER",3:31:30,3:29:59,"5,01",M-M35
9537,19575,"PARRULLI, FERDINANDO",3:31:31,3:31:26,"5,01",M-M45
9538,15142,"TARASOV, OLEKSANDR",3:31:31,3:31:16,"5,01",M-SENIOR
9539,7247,"BODILSEN, LEIF",3:31:31,3:30:17,"5,01",M-M55
9540,12785,"DECKX, SEBASTIAAN",3:31:31,3:30:41,"5,01",M-SENIOR
9541,4833,"GOMEZ ESCRIVA, SANDRA",3:31:31,3:29:45,"5,01",F-W45
9542,17251,"PARDO GOMEZ, ALEJANDRO",3:31:31,3:31:08,"5,01",M-SENIOR
9543,17540,"BARRS, JOE",3:31:31,3:30:48,"5,01",M-SENIOR
9544,14867,"RODRIGUEZ-SANCHEZ, NIDIA",3:31:32,3:28:53,"5,01",F-W40
9545,27663,"BILBAO BARINAGA, JORGE",3:31:33,3:31:13,"5,01",M-M40
9546,15052,"GOMEZ RIBALTA, MARC",3:31:33,3:30:21,"5,01",M-M35
9547,15273,"CORBACHO HERRERA, SALVADOR",3:31:33,3:29:23,"5,01",M-M35
9548,12458,"MEUL, KRISTOF",3:31:33,3:29:57,"5,01",M-M35
9549,13607,"DECLOEDT, JEREMY",3:31:33,3:31:04,"5,01",M-SENIOR
9550,7409,"PRIMO RUIZ, FRAN",3:31:33,3:30:36,"5,01",M-M35
9551,10294,"BERNHARDT, PAUL",3:31:33,3:31:14,"5,01",M-SENIOR
9552,18945,"MARTINEZ NUSSIO, LUIS",3:31:33,3:30:57,"5,01",M-M45
9553,17839,"CORTESE, FABIO",3:31:34,3:30:42,"5,01",M-M45
9554,20532,"MARCO DOLZ, JOSE LUIS",3:31:34,3:31:01,"5,01",M-M55
9555,19487,"VEELENTURF, WIJNAND",3:31:34,3:31:27,"5,01",M-SENIOR
9556,16311,"FERNÁNDEZ RODENAS, JAVIER",3:31:34,3:31:18,"5,01",M-M50
9557,16688,"PERIS MENDOZA, MANUEL",3:31:34,3:31:00,"5,01",M-M45
9558,3751,"CHEE, YVONNE ELIZABETH",3:31:34,3:31:26,"5,01",F-W40
9559,22628,"CALPE PANACH, JAVI",3:31:34,3:31:34,"5,01",M-SENIOR
9560,12918,"ETIENNE, PINSOLLE",3:31:34,3:31:34,"5,01",M-SENIOR
9561,14491,"MARKUS, GORAN",3:31:34,3:29:42,"5,01",M-M35
9562,16330,"PARRA DEL PINO, JUAN",3:31:35,3:31:27,"5,01",M-M55
9563,13918,"POIRIER, YOHAN",3:31:35,3:31:08,"5,01",M-M45
9564,18158,"SOFIE, VANNESTE",3:31:35,3:31:33,"5,01",F-W40
9565,6869,"HERRERA, RAFA",3:31:35,3:31:10,"5,01",M-M45
9566,12136,"LLOPIS MIRALLES, PABLO",3:31:35,3:29:19,"5,01",M-M45
9567,10732,"NEBOT FERNANDEZ, MARCOS",3:31:36,3:31:04,"5,01",M-M40
9568,8909,"BOTELLA CARBONELL, RAMÓN LUIS",3:31:36,3:31:20,"5,01",M-M45
9569,11383,"BELENGUER MANSO, MARIO",3:31:36,3:30:21,"5,01",M-SENIOR
9570,19496,"AGUANA, KARINA",3:31:36,3:30:38,"5,01",F-W35
9571,6828,"AGUIAR SERIÑANA, HUGO",3:31:37,3:30:55,"5,01",M-M45
9572,9548,"ANDERSSON, MATTIAS",3:31:37,3:30:52,"5,01",M-M50
9573,9522,"COSTELL CAÑADA, DAVID",3:31:37,3:30:34,"5,01",M-M45
9574,11322,"MAILYS, DAMONT",3:31:38,3:30:34,"5,01",F-SENIOR
9575,14621,"WOODWARD, KATE",3:31:38,3:31:26,"5,01",F-SENIOR
9576,14068,"KAZINDIR, HAKAN",3:31:38,3:29:15,"5,01",M-M35
9577,11753,"CORTINA, SERGIO",3:31:38,3:31:05,"5,01",M-M40
9578,16419,"NASCIMENTO, TITO ALEXANDRE",3:31:39,3:31:32,"5,01",M-M40
9579,11308,"MONTES LATORRE, JOSE",3:31:39,3:30:18,"5,01",M-M50
9580,14252,"PANTAZOPOULOS, PANAGIOTIS",3:31:39,3:30:12,"5,01",M-M55
9581,8854,"TEJUELO FUNEZ, DAVID",3:31:40,3:30:33,"5,01",M-M40
9582,12620,"VANDERHEIJDEN, DAVE",3:31:40,3:30:42,"5,01",M-M40
9583,24182,"BUTTON, LINDSEY",3:31:40,3:31:27,"5,01",F-W40
9584,14856,"RIANDET, SARAH",3:31:40,3:30:45,"5,01",F-SENIOR
9585,15655,"LINDEMAN, ROBIN",3:31:41,3:29:11,"5,01",M-M50
9586,19247,"SCIALANCA, SONIA",3:31:41,3:31:18,"5,01",F-W40
9587,7272,"DAVIS, MARTIN",3:31:42,3:30:56,"5,01",M-M60
9588,22627,"SHEPHERD, CLARA",3:31:42,3:31:38,"5,01",F-SENIOR
9589,22641,"SCHWEBEL, GUILLAUME",3:31:42,3:31:38,"5,01",M-SENIOR
9590,8203,"MICHEL, PATRICK",3:31:42,3:31:07,"5,01",M-M35
9591,3107,"ÁLVAREZ DELGADO, JOSE ANGEL",3:31:42,3:29:34,"5,01",M-M35
9592,8757,"DE UÑA MARTÍN, JAVIER",3:31:43,3:31:10,"5,01",M-M50
9593,25185,"BENAVENT, NIEVES",3:31:43,3:31:14,"5,01",F-W35
9594,18260,"HUGHES, DAVID",3:31:44,3:31:35,"5,01",M-M40
9595,7333,"SVENSSON, KENTH",3:31:44,3:30:57,"5,01",M-M50
9596,19513,"ESAU, JAMES",3:31:45,3:31:31,"5,01",M-M40
9597,1510,"ROMA, JOANNA",3:31:45,3:29:45,"5,01",F-W50
9598,9395,"OLIVA LEAL, SANTI",3:31:46,3:29:38,"5,01",M-M40
9599,11174,"HINNERTH, ANDREAS",3:31:47,3:30:16,"5,01",M-M35
9600,8148,"HARRIERO CASTRO, CARLOS",3:31:47,3:30:33,"5,01",M-M40
9601,13188,"JIMÉNEZ GONZÁLEZ, CARLOS MIGUEL",3:31:48,3:31:38,"5,01",M-SENIOR
9602,10611,"PEREIRA VÁZQUEZ, JOSÉ MANUEL",3:31:48,3:30:26,"5,01",M-M35
9603,12143,"NASS, RAPHAEL",3:31:48,3:30:53,"5,01",M-M50
9604,11040,"LÓPEZ MIGUEL, SUSANA",3:31:49,3:30:49,"5,01",F-W45
9605,20941,"SANCHO ORTIZ, MARTIN",3:31:49,3:31:42,"5,01",M-M40
9606,13912,"ARIANA, BEHTASH",3:31:49,3:31:29,"5,01",F-SENIOR
9607,19749,"LEE, BRIAN",3:31:49,3:31:26,"5,01",M-M40
9608,18836,"ESTEBAN SINOVAS, OLGA",3:31:50,3:31:44,"5,01",F-SENIOR
9609,19985,"HUIX TRENCO, MARINA",3:31:50,3:31:13,"5,01",F-SENIOR
9610,11326,"JAZOUANI, ANWAR",3:31:50,3:31:18,"5,01",M-M40
9611,17539,"GARCIA CASILLAS, FLORENTINO",3:31:51,3:31:22,"5,01",M-M40
9612,16855,"SANCHEZ HILARIO, BENIGNO",3:31:51,3:31:22,"5,01",M-M35
9613,13282,"GARCÍA GIL, JOSUÉ",3:31:51,3:30:23,"5,01",M-SENIOR
9614,12484,"BRAVARD, LOUIS-FERDINAND",3:31:52,3:29:16,"5,01",M-M35
9615,22694,"GRASSO, NICOLÒ",3:31:52,3:29:58,"5,01",M-SENIOR
9616,12930,"AMIR-AZULAY, TALI",3:31:52,3:31:26,"5,01",F-W50
9617,8294,"LAFFLY, ROMAIN",3:31:52,3:30:56,"5,01",M-M50
9618,16406,"VILANOVA MARTI, JAUME",3:31:52,3:31:25,"5,01",M-SENIOR
9619,12661,"SOLER SALA, JUANRA",3:31:53,3:30:57,"5,01",M-M55
9620,9682,"VILLANUEVA ALBALATE, JULIO",3:31:53,3:30:16,"5,01",M-SENIOR
9621,10517,"GAS FERRANDO, DAVID",3:31:53,3:30:16,"5,01",M-SENIOR
9622,12925,"CALABUIG GOENA, JAIME",3:31:54,3:30:38,"5,01",M-SENIOR
9623,15281,"CORADAZZI, STEFAN",3:31:55,3:30:39,"5,01",M-M45
9624,11882,"COSTI, PAOLO",3:31:55,3:31:04,"5,01",M-M50
9625,20120,"ANDERSON, JOSEPH",3:31:56,3:31:43,"5,01",M-M40
9626,14481,"POSTEMA, HARRO",3:31:56,3:31:00,"5,01",M-M50
9627,11105,"REDÒ BESER, OSCAR",3:31:56,3:31:54,"5,01",M-M50
9628,9810,"CHISBERT CLIMEN, ALEJANDRA",3:31:56,3:29:46,"5,01",F-SENIOR
9629,14826,"BUCKLEY, ALAN",3:31:56,3:30:48,"5,01",M-M40
9630,10387,"ALABORT DOMENECH, JOSE",3:31:57,3:30:50,"5,01",M-M55
9631,19824,"FRANK, WINNEPENNINCKX",3:31:58,3:30:59,"5,01",M-M45
9632,6360,"MARTÍN MARRERO, LUIS",3:31:58,3:31:05,"5,01",M-M50
9633,17830,"APPELBERG, NICLAS",3:31:58,3:31:32,"5,01",M-M50
9634,15736,"ABRIO GOMEZ, MANUELA",3:31:58,3:30:09,"5,01",F-W45
9635,17537,"KUCKI, KAMIL",3:31:58,3:30:20,"5,01",M-M35
9636,15175,"VAN DIJKUM, ALEXANDRA",3:31:58,3:31:58,"5,01",F-UNDER23
9637,12145,"VILCHES FERNANDEZ, ANTONIO",3:31:58,3:30:36,"5,01",M-M55
9638,9817,"SAHUQUILLO BORRAS, VICENTE",3:31:58,3:31:50,"5,01",M-M45
9639,15088,"VILA, FRANCK",3:31:59,3:31:07,"5,01",M-M40
9640,11451,"SANCHEZ ESPERILLA, MIGUEL ANGEL",3:31:59,3:31:30,"5,01",M-M50
9641,12557,"GRANERO SABATER, JUAN RAMÓN",3:32:00,3:31:17,"5,01",M-M40
9642,15343,"JOUBERT, HENRI",3:32:00,3:30:17,"5,01",M-M45
9643,11659,"RODRIGO GARCIA, VÍCTOR MANUEL",3:32:00,3:30:22,"5,01",M-M50
9644,15421,"GIL COSCOLLÁ, VICENTE",3:32:00,3:29:46,"5,01",M-M40
9645,11825,"BERNABEU PEÑA, JONATAN",3:32:01,3:29:47,"5,01",M-M35
9646,29504,"MOHN, HARALD",3:32:01,3:30:47,"5,01",M-M45
9647,9923,"BLANCO EXPOSITO, MARIO",3:32:02,3:30:55,"5,02",M-M40
9648,13281,"BARAT, MARION",3:32:02,3:29:41,"5,02",F-SENIOR
9649,13355,"TILBROOK, PETER",3:32:02,3:31:41,"5,02",M-M35
9650,16489,"SÁNCHEZ TORNERO, JUAN IGNACIO",3:32:02,3:31:02,"5,02",M-M40
9651,10465,"TORNERO MARTINEZ, LUIS",3:32:02,3:30:57,"5,02",M-M35
9652,18644,"GISLASON, TOMAS",3:32:03,3:31:16,"5,02",M-M50
9653,10113,"SALAZAR, ANABELA",3:32:03,3:31:23,"5,02",F-W50
9654,16742,"ROCHINA RODRÍGUEZ, ELÍAS",3:32:04,3:31:47,"5,02",M-SENIOR
9655,20713,"PÉREZ BARRERA, FRANCISCO",3:32:04,3:32:02,"5,02",M-M35
9656,15092,"ELLIS, CHARLOTTE",3:32:05,3:29:35,"5,02",F-W35
9657,16787,"LLORCA GALIANA, JUAN",3:32:05,3:32:00,"5,02",M-M40
9658,5342,"MARTINEZ VIGARA, MIGUEL ANGEL",3:32:05,3:29:59,"5,02",M-M40
9659,19209,"IBIZA FOS, GABRIEL",3:32:05,3:32:04,"5,02",M-SENIOR
9660,7650,"CÁMARA LÓPEZ, FRANCISCO",3:32:05,3:31:16,"5,02",M-SENIOR
9661,9937,"MORA, JUAN JOSE",3:32:06,3:29:39,"5,02",M-M45
9662,14128,"CHASTAN, JÉRÔME",3:32:06,3:31:00,"5,02",M-M45
9663,15503,"NORTH, SERENA",3:32:07,3:29:45,"5,02",F-SENIOR
9664,17377,"VAN MEERHAEGHE, OLIVIER",3:32:07,3:31:53,"5,02",M-M45
9665,18332,"PERALI, PATRICE",3:32:07,3:32:06,"5,02",M-M40
9666,13900,"GRANDE, MARIANA",3:32:08,3:31:31,"5,02",F-SENIOR
9667,16302,"LÓPEZ DÍAZ, ITZIAR",3:32:10,3:31:09,"5,02",F-W35
9668,13123,"GARCIA GOMEZ, MIGUEL",3:32:10,3:29:53,"5,02",M-SENIOR
9669,14707,"VEGA MATEO, ABEL",3:32:10,3:31:50,"5,02",M-M45
9670,18064,"HOOGSTOËL, LAURENT",3:32:10,3:31:54,"5,02",M-M40
9671,15647,"RAMOS VICENTE, ROBERTO",3:32:10,3:31:43,"5,02",M-M35
9672,20016,"DI MARCO, ANTONINO",3:32:10,3:32:02,"5,02",M-M45
9673,26222,"WILLIAMS, DELYTH",3:32:10,3:30:30,"5,02",F-W35
9674,14600,"BAR, RONEN",3:32:11,3:29:48,"5,02",M-M45
9675,10031,"PÉREZ-SALAMERO, LUCÍA",3:32:11,3:30:34,"5,02",F-W40
9676,12106,"MORENO MUÑOZ, JORGE",3:32:12,3:31:36,"5,02",M-M40
9677,9337,"QUIJANO GONZALEZ, JUAN",3:32:12,3:31:00,"5,02",M-M55
9678,14464,"MARTINEZ BLANES, SERGIO",3:32:12,3:31:11,"5,02",M-M40
9679,15373,"SANCHO SERRANO, FRANCISCO",3:32:12,3:31:36,"5,02",M-M50
9680,14025,"HUGHES, DAVID",3:32:12,3:30:34,"5,02",M-M40
9681,29018,"RAMIS BERTOMEU, JOSEP",3:32:12,3:30:15,"5,02",M-SENIOR
9682,6309,"ASENCIO RUANO, JOSE MANUEL",3:32:12,3:31:30,"5,02",M-SENIOR
9683,8839,"TAMARGO ACEBEDO, OSCAR LUIS",3:32:13,3:30:45,"5,02",M-M45
9684,12315,"SOUNACK, BRUNO",3:32:13,3:30:13,"5,02",M-M50
9685,17917,"AGWATA, JONES",3:32:14,3:31:57,"5,02",M-SENIOR
9686,10216,"CHEA, CATHERINE",3:32:14,3:31:07,"5,02",F-W55
9687,9143,"ARMENTIA ALDAY, EKAITZ",3:32:14,3:31:17,"5,02",M-M40
9688,14602,"MORALES LORITE, PEDRO",3:32:14,3:31:43,"5,02",M-M50
9689,3719,"DEFENSE SILVESTRE, MARCEL",3:32:15,3:31:55,"5,02",M-SENIOR
9690,10610,"TRASMONTE MARTÍNEZ , LUIS",3:32:15,3:30:18,"5,02",M-M40
9691,7626,"MORALES MAYORGA, VÍCTOR",3:32:16,3:31:34,"5,02",M-M35
9692,4200,"SANCHEZ IZAR, DAMIÁN",3:32:16,3:31:18,"5,02",M-SENIOR
9693,11814,"ALVAREZ DE EULATE LAHIDALGA, MIGUEL",3:32:16,3:32:10,"5,02",M-M50
9694,12510,"RIVES, VICTOR",3:32:16,3:30:47,"5,02",M-SENIOR
9695,15684,"GUINOVART RODRÍGUEZ, ESTEFANIA",3:32:16,3:32:14,"5,02",F-SENIOR
9696,18966,"CALLEWAERT, CHRISTOPHER",3:32:17,3:30:49,"5,02",M-SENIOR
9697,13891,"PINO VERA, LLUÍS",3:32:17,3:31:45,"5,02",M-M35
9698,9369,"PEIRÓ SOLÁ, ANGEL",3:32:17,3:31:07,"5,02",M-M50
9699,18840,"GHIO, KARIN",3:32:17,3:31:32,"5,02",F-W45
9700,13158,"TOMÁS GIL, VICENTE",3:32:17,3:31:16,"5,02",M-M35
9701,13005,"VICENTE VIDAL BELDA, OSCAR",3:32:18,3:31:54,"5,02",M-M50
9702,13039,"BEDAT, JULIEN",3:32:19,3:30:55,"5,02",M-SENIOR
9703,24575,"GRANELL ARTAL, ADRIA",3:32:19,3:32:06,"5,02",M-M35
9704,22447,"BELTRÁN TÁRREGA, JOAQUÍN",3:32:19,3:31:58,"5,02",M-SENIOR
9705,18862,"KOTTEGODA, NADIA",3:32:19,3:31:46,"5,02",F-SENIOR
9706,14320,"PORRICELLI, PAOLO",3:32:20,3:32:14,"5,02",M-M40
9707,12293,"BENDER, CHRISTOPHE",3:32:20,3:29:46,"5,02",M-M50
9708,13487,"GULDBAEK, BETTINA",3:32:21,3:31:54,"5,02",F-W40
9709,13202,"LIVERSEDGE, MICHAEL",3:32:21,3:31:21,"5,02",M-M50
9710,20108,"DOLERA MORENO, LUCIA",3:32:21,3:31:54,"5,02",F-W45
9711,10583,"SAN SEGUNDO, ANTONIO",3:32:21,3:31:58,"5,02",M-M45
9712,17169,"VITORIA JIMÉNEZ, JOSÉ JAVIER",3:32:21,3:31:08,"5,02",M-M35
9713,14158,"FLEXAS VIVER, PABLO",3:32:22,3:30:42,"5,02",M-M45
9714,15413,"CASTELLANA, GIUSEPPE",3:32:22,3:31:38,"5,02",M-M55
9715,8702,"PETRELLI, VITO",3:32:22,3:31:39,"5,02",M-M35
9716,9565,"ARAUJO ORTEGA, SERGIO",3:32:22,3:30:27,"5,02",M-SENIOR
9717,19072,"DIJKSTRA, ANNA",3:32:22,3:32:22,"5,02",F-W45
9718,14587,"BECART, ANNE-SOPHIE",3:32:22,3:31:11,"5,02",F-W40
9719,8872,"CASTELL RAMON, EMILIO",3:32:23,3:30:44,"5,02",M-M55
9720,9620,"ELVIAS CARRERAS, JESÚS",3:32:23,3:30:05,"5,02",M-M45
9721,8851,"LAZAGA JULIÁ, ÓSCAR",3:32:23,3:31:39,"5,02",M-M45
9722,13797,"NATANSON, ELAD",3:32:23,3:31:53,"5,02",M-M40
9723,12597,"PIEL, JOERG",3:32:23,3:31:53,"5,02",M-M40
9724,23144,"COHUT, ANDREEA",3:32:24,3:32:24,"5,02",F-W35
9725,18652,"LE VAGUERESSE, ÉRIC",3:32:24,3:31:15,"5,02",M-M50
9726,11783,"MORALES, PABLO",3:32:24,3:30:52,"5,02",M-M45
9727,8869,"SÁNCHEZ ORTEGA, JOSE ALBERTO",3:32:24,3:30:29,"5,02",M-M40
9728,15791,"LLAVATA SANCHIS, ÀNGELS",3:32:24,3:31:57,"5,02",F-W35
9729,15807,"TORRENT JIMÉNEZ, ANDREA",3:32:24,3:31:57,"5,02",F-SENIOR
9730,16954,"MARRERO DÍAZ, JERÓNIMO JESÚS",3:32:25,3:32:18,"5,02",M-M40
9731,19279,"DOMENICANO, ANTONIO",3:32:25,3:32:21,"5,02",M-M50
9732,14911,"MANGOVIC, FILIP",3:32:25,3:30:50,"5,02",M-M35
9733,18315,"FABRE, VINCENT",3:32:25,3:31:31,"5,02",M-M35
9734,9341,"LÓPEZ LLIN, JOSE",3:32:25,3:31:07,"5,02",M-M50
9735,12455,"FERRER PORTELA, JORDI",3:32:25,3:30:50,"5,02",M-SENIOR
9736,12261,"PUJOL, JOAN MIQUEL",3:32:25,3:32:25,"5,02",M-SENIOR
9737,5972,"DE LAS CASAS RODRÍGUEZ, LUIS MIGUEL",3:32:25,3:32:24,"5,02",M-M35
9738,12258,"ORTEGA TORIJA, QUIQUE",3:32:26,3:32:26,"5,02",M-M40
9739,13015,"VALLE LUCAS, ABEL",3:32:26,3:32:18,"5,02",M-M40
9740,12614,"SANZ GARCÍA, CARLOS",3:32:26,3:31:57,"5,02",M-SENIOR
9741,13580,"ESPEL SANCHEZ, SIMON",3:32:27,3:31:23,"5,02",M-M45
9742,29764,"SANTANA ACOSTA, CLAUDIO",3:32:27,3:31:07,"5,02",M-M45
9743,18167,"ECCHER, ROBERTA",3:32:27,3:31:43,"5,02",F-W55
9744,18926,"SVENDSEN, OLE",3:32:28,3:32:20,"5,02",M-M50
9745,11042,"MONZON, JAVI",3:32:28,3:31:09,"5,02",M-SENIOR
9746,12287,"FILIPPI, STEFANIA",3:32:28,3:32:28,"5,02",F-W55
9747,11919,"BELENGUER MARJALIZO, DANIEL",3:32:28,3:31:00,"5,02",M-M35
9748,18150,"SORIA MARTORELL, JOSÉ",3:32:28,3:31:39,"5,02",M-M50
9749,17764,"MORENO MOLINERO, JAVIER",3:32:29,3:31:57,"5,02",M-M40
9750,9942,"RODRÍGUEZ ÁLVAREZ, RUBÉN",3:32:29,3:31:09,"5,02",M-SENIOR
9751,16685,"BORONAT SEGUÍ, FERNANDO",3:32:29,3:31:24,"5,02",M-M50
9752,12855,"TAURINO, MARCO",3:32:29,3:32:09,"5,02",M-M45
9753,12857,"GAUCHER, FRANCIS",3:32:29,3:30:51,"5,02",M-M50
9754,19698,"HORRACH TORRENS, MIGUEL",3:32:30,3:32:26,"5,02",M-M45
9755,18028,"BRACKE, ARNE",3:32:30,3:32:14,"5,02",M-M35
9756,16630,"DE SAA NÁJERA, SERGIO IBAN",3:32:30,3:32:19,"5,02",M-M45
9757,11205,"RODRIGUEZ GARCIA, EMILIO",3:32:30,3:31:00,"5,02",M-M50
9758,19179,"CIAVATTI, MURIEL",3:32:30,3:32:30,"5,02",F-W55
9759,13018,"RAMOS VARANDA BORGES, CAROLINA",3:32:31,3:30:45,"5,02",F-SENIOR
9760,8287,"NOBS, ADAM",3:32:31,3:31:40,"5,02",M-SENIOR
9761,9660,"HERNÁNDEZ VEGA, JUAN MARIA",3:32:32,3:30:35,"5,02",M-M40
9762,13127,"CAGGIANO, CLAUDIO ROCCO",3:32:33,3:30:21,"5,02",M-M40
9763,11674,"VELASQUEZ RAMOS, DAVID JOSE",3:32:33,3:32:11,"5,02",M-M40
9764,15918,"SILVA CUEVAS, JAVIER",3:32:33,3:31:55,"5,02",M-M40
9765,18126,"SKUMSVOLL, CHRISTIAN",3:32:33,3:31:49,"5,02",M-M40
9766,11029,"CARRILLO RODRIGUEZ, VICTOR HUGO",3:32:34,3:32:18,"5,02",M-M40
9767,7016,"BUCETA LOPEZ, TONI",3:32:34,3:30:46,"5,02",M-M40
9768,11023,"MARTINEZ, LEANDRO",3:32:34,3:31:12,"5,02",M-M40
9769,5980,"JIMENEZ GUALDA, SEBASTIAN",3:32:34,3:31:44,"5,02",M-M65
9770,11631,"BAÑÓ GUERRERO, JOSE ANTONIO",3:32:34,3:31:13,"5,02",M-M35
9771,11598,"ATANASIO TOMÁS, LUCIA",3:32:35,3:32:07,"5,02",F-W35
9772,11239,"DOMINGUEZ MARTIN, ANTONIO",3:32:35,3:32:18,"5,02",M-M40
9773,29078,"COMPAÑ SERRANO, BLANCA",3:32:35,3:32:08,"5,02",F-SENIOR
9774,17109,"CACCAVALE, ALESSIO",3:32:35,3:32:28,"5,02",M-M35
9775,11410,"GARCIA CALLE, MILAGROS",3:32:35,3:31:13,"5,02",F-W50
9776,22878,"SIRONI, MATTEO",3:32:35,3:32:10,"5,02",M-M40
9777,12022,"CARNEIRO, BRUNO",3:32:35,3:31:44,"5,02",M-M35
9778,15567,"JEEGERS, STEPHANE",3:32:36,3:31:14,"5,02",M-M35
9779,29970,"DALIBARD HEILLAUT, GÉRALDINE",3:32:37,3:32:10,"5,02",F-W45
9780,15541,"GOMEZ CABALLERO, JOSE CARLOS",3:32:37,3:32:12,"5,02",M-M50
9781,10052,"AZORIN CORDOBA, JESUS",3:32:37,3:32:04,"5,02",M-M50
9782,9189,"HERNAIZ BENITO, SANTIAGO",3:32:37,3:30:41,"5,02",M-M35
9783,1996,"GIL SUÁREZ, ÓSCAR",3:32:37,3:31:41,"5,02",M-SENIOR
9784,16156,"REDONDO SALMERON, VICENTE",3:32:38,3:32:32,"5,02",M-M60
9785,13852,"KUPISZ, JOANNA",3:32:38,3:32:07,"5,02",F-W40
9786,26262,"COLEMAN, RICHARD",3:32:38,3:31:53,"5,02",M-M35
9787,21181,"BECHT, SABRINA",3:32:39,3:32:36,"5,02",F-W40
9788,5722,"LEENDERS, PASCAL",3:32:39,3:32:31,"5,02",M-M45
9789,14675,"KOWALSKA, JOANNA",3:32:39,3:31:49,"5,02",F-W45
9790,11498,"MORENO ALMANSA, JOSE",3:32:39,3:32:12,"5,02",M-M45
9791,7601,"RIPAUD, RIPAUD",3:32:39,3:32:12,"5,02",F-W40
9792,1418,"ALISES, OLGA",3:32:40,3:32:27,"5,02",F-W45
9793,11208,"GUTIÉRREZ SEGOVIA, JOSE",3:32:40,3:32:00,"5,02",M-M40
9794,11153,"MARTINEZ COLOMINA, QUIQUE",3:32:40,3:32:01,"5,02",M-M45
9795,9187,"SIMEÓN ALBA, VICENT",3:32:40,3:32:40,"5,02",M-M40
9796,13494,"PROST, FREDERIC",3:32:40,3:31:21,"5,02",M-M55
9797,8303,"SOSA BETANCOR, EUGENIO",3:32:40,3:31:42,"5,02",M-M45
9798,29066,"FUSTER BATALLER, JOSEP",3:32:41,3:31:02,"5,02",M-M35
9799,16252,"SANCHEZ ESCUDERO, ROBERTO",3:32:41,3:31:48,"5,02",M-M40
9800,5775,"CORDON, CRISTINA",3:32:41,3:32:23,"5,02",F-W55
9801,11564,"FUSTER BATALLER, IVAN",3:32:41,3:31:03,"5,02",M-SENIOR
9802,12527,"RONCO, GUILLAUME",3:32:42,3:30:56,"5,02",M-SENIOR
9803,17644,"CALIXTO GALLEGO, JUAN MARIANO",3:32:42,3:32:12,"5,02",M-M40
9804,18983,"LUNA, FERNANDO GABRIEL",3:32:43,3:32:12,"5,02",M-SENIOR
9805,14813,"MERINO VIDAL, SILVIA",3:32:43,3:32:33,"5,02",F-W35
9806,11599,"LEMOINE, LOIC",3:32:44,3:32:06,"5,03",M-M50
9807,15074,"FRADDOSIO, NICOLA",3:32:44,3:32:15,"5,03",M-M45
9808,12233,"DE NALDA MUÑOZ, ADRIAN",3:32:44,3:31:42,"5,03",M-SENIOR
9809,18218,"FRYS, BERENICE",3:32:45,3:32:37,"5,03",F-SENIOR
9810,17820,"GALAND, VALENTIN",3:32:46,3:32:33,"5,03",M-SENIOR
9811,1820,"GUIMARAES, RICARDO",3:32:47,3:31:54,"5,03",M-M55
9812,17989,"SORIA BARRANCO, ANTONIO",3:32:49,3:32:45,"5,03",M-M45
9813,20767,"SOSNA, VICTOR",3:32:49,3:31:47,"5,03",M-M50
9814,12114,"SÁNCHEZ PUERTA, NUMA",3:32:49,3:31:02,"5,03",M-M35
9815,22450,"MURRIA ARCUSA, LUCAS",3:32:49,3:32:26,"5,03",M-SENIOR
9816,9746,"MARTIN PASCUAL, ANDRES JOSE",3:32:49,3:32:40,"5,03",M-M50
9817,13551,"SIMONETTA, ILARIO",3:32:49,3:32:49,"5,03",M-M55
9818,13508,"CASAS, CARLOS",3:32:50,3:32:03,"5,03",M-M35
9819,17177,"GALVAN DE LA TORRE, MANUEL",3:32:50,3:32:37,"5,03",M-M50
9820,13506,"CHAVARRI, ALEJANDRA",3:32:50,3:32:03,"5,03",F-W35
9821,11639,"LAFARGA IBÁÑEZ, PABLO",3:32:51,3:32:15,"5,03",M-M50
9822,28028,"GONZALEZ RODA, CLETO",3:32:51,3:32:36,"5,03",M-M45
9823,14970,"CORVELEYN, TIJS",3:32:52,3:30:57,"5,03",M-M40
9824,15532,"ANDRE, WIEDENHOFER",3:32:52,3:31:19,"5,03",M-M45
9825,19427,"JANSEN, KATHRINE",3:32:52,3:32:38,"5,03",F-W45
9826,10008,"CARRACEDO IGLESIAS, DANIEL",3:32:53,3:32:33,"5,03",M-M50
9827,15048,"CLANCY, JENNIFER",3:32:53,3:32:19,"5,03",F-SENIOR
9828,11061,"BERMEJO CIGANDA, ALFONSO",3:32:53,3:30:46,"5,03",M-M45
9829,10688,"TRAVERT, HUBERT",3:32:53,3:32:43,"5,03",M-M60
9830,7746,"PEREZ MONTENEGRO, ESTEBAN",3:32:53,3:32:10,"5,03",M-M50
9831,22321,"GELICES RUDILLA, RUBÉN",3:32:54,3:32:10,"5,03",M-SENIOR
9832,9495,"PIEKUT, ALEKSANDRA",3:32:54,3:32:12,"5,03",F-W35
9833,9965,"CHAUVE, MICHAEL",3:32:54,3:30:17,"5,03",M-M40
9834,7749,"COBO ALMAGRO, CLEMENTE",3:32:54,3:32:15,"5,03",M-M60
9835,9853,"GIL SANCHEZ, LUIS",3:32:55,3:32:44,"5,03",M-M60
